table,rows,class,kind,domain,D,P,E,W,T,M,missing,priority,exec_evidence,witness,transfer
family_jewel_registry,1,EXECUTION MISSING,POLICY/REGISTRY,OPERATIONS,1,1,0,0,0,0,EWT,6.0,,{},
family_products,0,POPULATION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,0,0,0,0,0,PEWT,6.0,,{},
genealogy_research_intake,7,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
hot_gossip_offers,4,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,1,0,0,ET,6.0,,"{""row_evidence_fields"": 4}",
household_role_registry,25,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
indigenous_land_stewardship_program,1,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
invention_pipeline_policy,1,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
jewel_cut_registry,1,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
knowledge_library_network,7,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
land_naming_policy,1,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
media_disclosure_standard,3,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
merchandise_program,4,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
mirror_story_record,2,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
production_credits,0,POPULATION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,0,0,0,0,0,PEWT,6.0,,{},
program_registry,154,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
qq_gtm_assets,7,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,reader_fn:thylora_question_quest_commercial_v1,{},
qq_pilot_design,9,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,reader_fn:thylora_question_quest_commercial_v1,{},
question_engineering_adapters,18,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,"reader_fn:question_engineering_gap_assist_v1,question_engineering_question_pack_v1",{},
report_sections,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,1,0,PW,6.0,reader_fn:thylora_dashboard_completion_v1,{},surface_fn:thylora_dashboard_completion_v1
serialized_collectible_policy,1,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
sports_equipment_company_registry,1,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
sports_readiness_gate,6,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
story_permission_policy,2,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
studio_character_reference_assets,14,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,6.0,,{},
studio_render_worker_leases,0,POPULATION MISSING,OPERATIONAL,OPERATIONS,1,0,1,0,0,0,PWT,6.0,"writer_fn:studio_release_render_lease,studio_claim_next_render_job; reader_fn:studio_release_render_lease,studio_claim_next_render_job",{},
system_jurist_program,1,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
tessa_ambiguous_declarations,8,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,reader_fn:tessa_evaluate_candidate_v1,{},
tessa_household_memory,4,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,6.0,,{},
tessa_household_standard,4,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,"reader_fn:tessa_evaluate_candidate_v1,tessa_ingredient_passport_v1",{},
tessa_make_it_ourselves,2,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,reader_fn:tessa_ingredient_passport_v1,{},
thylora_agent_memory_retrieval_telemetry,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,1,0,0,PT,6.0,writer_fn:thylora_retrieve_memory; trigger:thylora_agent_memory_retrieval_immutable; reader_fn:thylora_retrieve_memory,"{""custody_trigger"": ""append_only""}",
thylora_agent_memory_votes,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,1,0,0,PT,6.0,trigger:thylora_agent_memory_votes_immutable; reader_fn:thylora_commit_consensus_memory,"{""custody_trigger"": ""append_only""}",
thylora_ai_route_attempts,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,1,0,PW,6.0,edge:thylora-ai-router,{},edge
thylora_board_meetings,1,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_castle_space_geometry,2,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,6.0,,{},
thylora_company_help_targets,7,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,1,0,0,ET,6.0,,"{""row_evidence_fields"": 7}",
thylora_control_agent,3,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,writer_fn:thy_record_agent_status_v1; reader_fn:thy_record_agent_status_v1,{},
thylora_country_desk_slots,196,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,1,0,0,ET,6.0,,"{""row_evidence_fields"": 196}",
thylora_department_operating_standard,1,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_directive_integrity_runs,1,EXECUTION MISSING,EVENT,GENERAL,1,1,0,1,0,0,ET,6.0,,"{""row_evidence_fields"": 1}",
thylora_epistemic_resistance_gate,1,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_executive_opportunity_intake,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,1,0,0,ET,6.0,,"{""row_evidence_fields"": 1}",
thylora_family_archive_access_registry,2,EXECUTION MISSING,POLICY/REGISTRY,OPERATIONS,1,1,0,0,0,0,EWT,6.0,,{},
thylora_forward_quality_standards,4,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_hq_wardrobe_registry,31,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_internal_role_appointments,6,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,reader_fn:thylora_person_roster_v1,{},
thylora_investment_pipeline,4,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_learning_repair_ledger,19,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,1,0,0,ET,6.0,,"{""row_evidence_fields"": 15}",
thylora_living_imagery_requirements,5,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_media_system_records,12,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,"trigger:thylora_media_system_records_updated_at,thy_name_guard",{},
thylora_miniworld_registry,1,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_name_guard_policy,1,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_name_normalization_gate,4,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_name_provenance_gate,1,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_object_maker_provenance,19,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_operating_charters,9,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_page_design_specs,3,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_pay_period_lines,24,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,6.0,,{},
thylora_person_life_registry,42,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_person_name_canon,8,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,reader_fn:resolve_thylora_person_name_v1,{},
thylora_person_spine_exclusions,3,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,reader_fn:thylora_person_roster_v1,{},
thylora_plain_word_policy,1,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_post_routing_recommendations,3,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_prompt_totality_policy,32,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_question_marks,1,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,reader_fn:thylora_question_mark_state_v1,{},
thylora_questions,3,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,reader_fn:thylora_question_mark_state_v1,{},
thylora_recovery_runs,4708,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,writer_fn:thylora_recovery_heartbeat; reader_fn:thylora_recovery_heartbeat,{},
thylora_report_author_assignments,8,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_rising_floor_contract,2,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_royal_collection_registry,8,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_software_health_records,1,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thylora_software_health_records_updated_at,{},
thylora_standing_layer_registry,3,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_submit_sweep_credential,1,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,"reader_fn:thylora_submit_sweep_token_matches,thylora_submit_sweep_invoke_v1",{},
thylora_submit_uploads,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,1,0,0,PT,6.0,"writer_fn:thylora_submit_execute_deletion_v1,thylora_submit_register_upload_v1; trigger:trg_submit_uploads_append_only; reader_fn:thylora_submit_my_submissions_v1,thylora_submit_sweep_targets_v1,thylora_submit_execute_deletion_v1","{""custody_trigger"": ""append_only""}",
thylora_thread_clock_registry,2,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,"reader_fn:thylora_continuity_floor_state,thylora_thread_clock_duration_v1",{},
thylora_time_run_host_rules,4,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,1,0,EW,6.0,,{},repo:app/time-run.js
thylora_training_simulators,17,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_transmission_registry,1,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_truth_integrity_gate,5,WITNESS MISSING,EVENT,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_voice_name_aliases,18,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,reader_fn:resolve_thylora_spoken_person_v1,{},
thylora_voice_provenance_gate,1,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_workforce_inclusion_policy,1,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_world_credential_continuum,8,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_world_households,1,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_world_market_ownership,6,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,6.0,,{},
thylora_world_market_sessions,6,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,6.0,,{},
thylora_world_schedule,4,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_world_term_registry,7,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
thylora_world_time_profiles,3,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
transcription_alias_registry,28,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
transport_program_registry,9,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
ue_lb_sentence_cases,43,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,6.0,,{},
ue_question_templates,27,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,6.0,,{},
work_catalog_requirement,1,WITNESS MISSING,OPERATIONAL,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
workforce_care_policy,2,WITNESS MISSING,POLICY/REGISTRY,GENERAL,1,1,1,0,0,0,WT,6.0,trigger:thy_name_guard,{},
family_posts,0,POPULATION MISSING,OPERATIONAL,OPERATIONS,1,0,0,0,0,0,PEWT,5.25,,{},
job_candidates,0,POPULATION MISSING,OPERATIONAL,OPERATIONS,1,0,0,0,0,0,PEWT,5.25,,{},
band_arrival_events,7,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
bramble_episode_versions,5,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
bramble_question_categories,20,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
earth_record_connectors,3,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
family_story_production_jobs,0,POPULATION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,0,0,0,0,0,PEWT,5.0,,{},
hot_gossip_issue_stories,16,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
hot_gossip_personas,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
inventory,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,1,0,PEW,5.0,,{},repo:app/index.html
notepad_content,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,0,0,PWT,5.0,writer_fn:update_studio_notepad_line; trigger:studio_notepad_touch_revision_trg; reader_fn:update_studio_notepad_line,{},
reveng_chat_messages,2,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
reveng_render_events,22,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
sports_commissioner_seat,4,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
sports_guest_coach_program,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
sports_merchandise_program,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
studio_continuity_qa_checks,0,POPULATION MISSING,OPERATIONAL,DASHBOARD-FLOOR,1,0,0,0,0,0,PEWT,5.0,,{},
studio_project_collaborators,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,0,0,PWT,5.0,trigger:studio_collaborators_touch_trg,{},
thy_loochy_spending_rules,10,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
thylora_agent_memory_proposals,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,0,0,PWT,5.0,writer_fn:thylora_commit_consensus_memory; reader_fn:thylora_commit_consensus_memory,{},
thylora_bank_rate_schedules,10,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
thylora_castle_economy_flows,29,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
thylora_comm_events,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
thylora_completion_schedule,189,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
thylora_constitution_volume_registry,40,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
thylora_estate_animal_groups,7,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
thylora_estate_receiving_records,4,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
thylora_estate_resident_households,4,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
thylora_famous_thought_holds,6,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
thylora_invariant_events,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,0,0,PWT,5.0,writer_fn:thylora_enforce_standing_invariants_v1; reader_fn:thylora_enforce_standing_invariants_v1,{},
thylora_ip_asset_persons,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,0,0,PWT,5.0,reader_fn:thylora_evaluate_rights_gate,{},
thylora_news_format_templates,6,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
thylora_news_scene_manifest,6,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
thylora_pqr_gap_findings,4,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
thylora_provider_adapters,4,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
thylora_receivables_payables,12,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
thylora_site_channels,6,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
thylora_spine_recoil_registry,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
thylora_submit_reviews,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,0,0,PWT,5.0,"writer_fn:thylora_submit_customer_decide_v1; reader_fn:thylora_submit_deliver_v1,thylora_submit_status_v1,thylora_submit_customer_decide_v1",{},
thylora_time_run_events,4,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
thylora_universal_depth_gate,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
thylora_visual_scene_manifest,3,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
track_bounces,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,0,0,PWT,5.0,writer_fn:set_active_track_bounce; trigger:studio_bounces_touch_trg; reader_fn:set_active_track_bounce,{},
ue_concept_links,14,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
workflow_inspector,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,0,0,PWT,5.0,"writer_fn:resolve_inspector_flag,drop_inspector_flag; trigger:studio_inspector_touch_trg; reader_fn:resolve_inspector_flag,drop_inspector_flag",{},
world_deep_links,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,5.0,,{},
business_transactions,0,POPULATION MISSING,OPERATIONAL,OPERATIONS,1,0,0,0,0,0,PEWT,4.5,,{},
family_archive_assignments,0,POPULATION MISSING,OPERATIONAL,OPERATIONS,1,0,0,0,0,0,PEWT,4.5,,{},
family_comments,0,POPULATION MISSING,OPERATIONAL,OPERATIONS,1,0,0,0,0,0,PEWT,4.5,,{},
family_correction_events,0,POPULATION MISSING,EVENT,OPERATIONS,1,0,0,0,0,0,PEWT,4.5,,{},
family_story_permissions,0,POPULATION MISSING,OPERATIONAL,OPERATIONS,1,0,0,0,0,0,PEWT,4.5,,{},
studio_scene_manifests,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,0,0,0,0,PEWT,4.5,,{},
worker_employment,0,POPULATION MISSING,OPERATIONAL,OPERATIONS,1,0,0,0,0,0,PEWT,4.5,,{},
adult_venues,0,SCAFFOLD ONLY,OPERATIONAL,SAFETY/LEGAL,1,0,0,0,0,0,PEWT,4.38,,{},
earth_identity_entities,0,SCAFFOLD ONLY,OPERATIONAL,SAFETY/LEGAL,1,0,1,0,1,0,PW,4.38,fk_child_rows:earth_record_evidence,{},fk_child
_scan2,4,EXECUTION MISSING,EVENT,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
_scan_royal_cook,22,EXECUTION MISSING,EVENT,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
band_arrival_thresholds,2,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
brand_participation_compensation,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
cross_class_perspective_project,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
education_truth_gate_registry,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
er_all_vehicle_program_registry,5,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
er_automotive_dealership_matrix,4,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
er_automotive_derivative_registry,4,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
er_automotive_gap_registry,8,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
er_automotive_heritage_registry,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
er_automotive_identifier_map,8,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
er_automotive_impact_taxonomy,5,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
er_automotive_naming_corrections,1,EXECUTION MISSING,EVENT,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
er_automotive_parts_flow_registry,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
er_automotive_parts_taxonomy,4,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
er_automotive_service_matrix,3,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
er_automotive_taxonomy_reconciliation,6,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
er_automotive_vehicle_class_matrix,12,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
er_automotive_vehicle_deep_taxonomy,7,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
er_mobility_infrastructure_registry,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
er_vehicle_collectible_opportunity_registry,1,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
er_vehicle_survival_case_registry,2,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
exchange_rate_registry,2,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
external_provider_onboarding,7,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
household_access_register,2,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
household_shift_schedule,5,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
knowledge_collection,4,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
library_reading_room_program,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
library_tour_program,2,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
media_reassessment_record,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
merchant_audit_records,0,POPULATION MISSING,OPERATIONAL,GENERAL,1,0,1,0,0,0,PWT,4.0,trigger:merchant_audit_records_updated_at,{},
nightly_report_templates,7,EXECUTION MISSING,POLICY/REGISTRY,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
person_name_pronunciation_lock,2,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
public_site_navigation,13,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
publication_records,2,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
question_engineering_curriculum_levels,6,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
question_engineering_evaluation_cases,8,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
social_account_strategy,5,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
sports_equipment_design_hypothesis,1,EXECUTION MISSING,OPERATIONAL,GENERAL,1,1,0,0,0,0,EWT,4.0,,{},
